state,county,candidate,party,votes
Utah,Daggett County,Daniel Cottam,LIB,9
Utah,Davis County,Spencer Cox,REP,99032
Utah,Davis County,Chris Peterson,DEM,36426
Utah,Davis County,Daniel Cottam,LIB,4615
Utah,Davis County,Greg Duerden,IAP,3370
Utah,Duchesne County,Spencer Cox,REP,5748
Utah,Duchesne County, Write-ins,WRI,911
Utah,Duchesne County,Chris Peterson,DEM,678
Utah,Duchesne County,Daniel Cottam,LIB,280
Utah,Duchesne County,Greg Duerden,IAP,192
Utah,Emery County,Spencer Cox,REP,3882
Utah,Emery County,Chris Peterson,DEM,483
Utah,Emery County,Daniel Cottam,LIB,102
Utah,Emery County,Greg Duerden,IAP,87
Utah,Garfield County,Spencer Cox,REP,2117
Utah,Garfield County,Chris Peterson,DEM,427
Utah,Garfield County,Daniel Cottam,LIB,73
Utah,Garfield County,Greg Duerden,IAP,21
Utah,Grand County,Chris Peterson,DEM,2442
Utah,Grand County,Spencer Cox,REP,2230
Utah,Grand County,Daniel Cottam,LIB,147
Utah,Grand County,Greg Duerden,IAP,53
Utah,Iron County,Spencer Cox,REP,16871
Utah,Iron County,Chris Peterson,DEM,3710
Utah,Iron County,Daniel Cottam,LIB,1346
Utah,Iron County,Greg Duerden,IAP,626
Utah,Juab County,Spencer Cox,REP,4591
Utah,Juab County,Chris Peterson,DEM,468
Utah,Juab County, Write-ins,WRI,277
Utah,Juab County,Greg Duerden,IAP,216
Utah,Juab County,Daniel Cottam,LIB,207
Utah,Kane County,Spencer Cox,REP,2623
Utah,Kane County,Chris Peterson,DEM,848
Utah,Kane County,Daniel Cottam,LIB,121
Utah,Kane County,Greg Duerden,IAP,67
Utah,Millard County,Spencer Cox,REP,3691
Utah,Millard County,Chris Peterson,DEM,429
Utah,Millard County,Daniel Cottam,LIB,129
Utah,Millard County,Greg Duerden,IAP,125
Utah,Morgan County,Spencer Cox,REP,4980
Utah,Morgan County,Chris Peterson,DEM,750
Utah,Morgan County,Daniel Cottam,LIB,219
Utah,Morgan County,Greg Duerden,IAP,118
Utah,Piute County,Spencer Cox,REP,672
Utah,Piute County,Chris Peterson,DEM,65
Utah,Piute County,Daniel Cottam,LIB,36
Utah,Piute County,Greg Duerden,IAP,27
Utah,Rich County,Spencer Cox,REP,1048
Utah,Rich County,Chris Peterson,DEM,157
Utah,Rich County,Daniel Cottam,LIB,28
Utah,Rich County,Greg Duerden,IAP,15
Utah,Salt Lake County,Spencer Cox,REP,191742
Utah,Salt Lake County,Chris Peterson,DEM,186815
Utah,Salt Lake County,Daniel Cottam,LIB,10135
Utah,Salt Lake County,Greg Duerden,IAP,3971
Utah,San Juan County,Spencer Cox,REP,2644
Utah,San Juan County,Chris Peterson,DEM,2068
Utah,San Juan County,Daniel Cottam,LIB,186
Utah,San Juan County,Greg Duerden,IAP,99
Utah,Sanpete County,Spencer Cox,REP,9619
Utah,Sanpete County,Chris Peterson,DEM,934
Utah,Sanpete County, Write-ins,WRI,438
Utah,Sanpete County,Greg Duerden,IAP,340
Utah,Sanpete County,Daniel Cottam,LIB,330
Utah,Sevier County,Spencer Cox,REP,7845
Utah,Sevier County,Chris Peterson,DEM,843
Utah,Sevier County, Write-ins,WRI,372
Utah,Sevier County,Daniel Cottam,LIB,251
Utah,Sevier County,Greg Duerden,IAP,248
Utah,Summit County,Chris Peterson,DEM,10093
Utah,Summit County,Spencer Cox,REP,7087
Utah,Summit County,Daniel Cottam,LIB,307
Utah,Summit County,Greg Duerden,IAP,105
Utah,Tooele County,Spencer Cox,REP,19911
Utah,Tooele County,Chris Peterson,DEM,6689
Utah,Tooele County,Daniel Cottam,LIB,1268
Utah,Tooele County,Greg Duerden,IAP,605
Utah,Uintah County,Spencer Cox,REP,9112
Utah,Uintah County, Write-ins,WRI,1928
Utah,Uintah County,Chris Peterson,DEM,1331
Utah,Uintah County,Daniel Cottam,LIB,411
Utah,Uintah County,Greg Duerden,IAP,318
Utah,Utah County,Spencer Cox,REP,187019
Utah,Utah County,Chris Peterson,DEM,47174
Utah,Utah County,Daniel Cottam,LIB,9076
Utah,Utah County,Greg Duerden,IAP,4545
Utah,Wasatch County,Spencer Cox,REP,10632
Utah,Wasatch County,Chris Peterson,DEM,4588
Utah,Wasatch County,Daniel Cottam,LIB,438
Utah,Wasatch County, Write-ins,WRI,303
Utah,Wasatch County,Greg Duerden,IAP,192
Utah,Washington County,Spencer Cox,REP,59764
Utah,Washington County,Chris Peterson,DEM,16323
Utah,Washington County,Daniel Cottam,LIB,4302
Utah,Washington County,Greg Duerden,IAP,2455
Utah,Wayne County,Spencer Cox,REP,1095
Utah,Wayne County,Chris Peterson,DEM,318
Utah,Wayne County,Daniel Cottam,LIB,53
Utah,Wayne County,Greg Duerden,IAP,44
Utah,Weber County,Spencer Cox,REP,67074
Utah,Weber County,Chris Peterson,DEM,32144
Utah,Weber County,Daniel Cottam,LIB,3767
Utah,Weber County,Greg Duerden,IAP,1834
Vermont,Jamaica,Phil Scott,REP,342
Vermont,Jamaica,David Zuckerman,DEM,211
Vermont,Jamaica,Kevin Hoyt,IND,7
Vermont,Jamaica,Erynn Whitney,IND,6
Vermont,Jamaica,Emily Peyton,TM,4
Vermont,Jamaica,Wayne Billado,IND,2
Vermont,Jamaica, Write-ins,WRI,2
Vermont,Jamaica,Michael DeVost,IND,1
Vermont,Jamaica,Charly Dickerson,UNA,1
Vermont,Jay,Phil Scott,REP,207
Vermont,Jay,David Zuckerman,DEM,60
Vermont,Jay, Write-ins,WRI,10
Vermont,Jay,Kevin Hoyt,IND,6
Vermont,Jay,Michael DeVost,IND,4
Vermont,Jay,Charly Dickerson,UNA,2
Vermont,Jay,Emily Peyton,TM,2
Vermont,Jay,Wayne Billado,IND,1
Vermont,Jay,Erynn Whitney,IND,1
Vermont,Jericho,Phil Scott,REP,2663
Vermont,Jericho,David Zuckerman,DEM,903
Vermont,Jericho,Emily Peyton,TM,19
Vermont,Jericho,Kevin Hoyt,IND,18
Vermont,Jericho, Write-ins,WRI,14
Vermont,Jericho,Wayne Billado,IND,9
Vermont,Jericho,Michael DeVost,IND,4
Vermont,Jericho,Erynn Whitney,IND,4
Vermont,Jericho,Charly Dickerson,UNA,1
Vermont,Johnson,Phil Scott,REP,1066
Vermont,Johnson,David Zuckerman,DEM,451
Vermont,Johnson,Emily Peyton,TM,15
Vermont,Johnson,Kevin Hoyt,IND,9
Vermont,Johnson,Charly Dickerson,UNA,8
Vermont,Johnson, Write-ins,WRI,7
Vermont,Johnson,Erynn Whitney,IND,6
Vermont,Johnson,Wayne Billado,IND,5
Vermont,Johnson,Michael DeVost,IND,5
Vermont,Kirby,Phil Scott,REP,241
Vermont,Kirby,David Zuckerman,DEM,77
Vermont,Kirby,Emily Peyton,TM,5
Vermont,Kirby, Write-ins,WRI,3
Vermont,Kirby,Michael DeVost,IND,1
Vermont,Kirby,Charly Dickerson,UNA,1
Vermont,Kirby,Wayne Billado,IND,0
Vermont,Kirby,Kevin Hoyt,IND,0
Vermont,Kirby,Erynn Whitney,IND,0
Vermont,Landgrove,Phil Scott,REP,0
Vermont,Landgrove,David Zuckerman,DEM,0
Vermont,Landgrove,Wayne Billado,IND,0
Vermont,Landgrove,Michael DeVost,IND,0
Vermont,Landgrove,Charly Dickerson,UNA,0
Vermont,Landgrove,Kevin Hoyt,IND,0
Vermont,Landgrove,Emily Peyton,TM,0
Vermont,Landgrove,Erynn Whitney,IND,0
Vermont,Landgrove, Write-ins,WRI,0
Vermont,Leicester,Phil Scott,REP,402
Vermont,Leicester,David Zuckerman,DEM,104
Vermont,Leicester,Kevin Hoyt,IND,8
Vermont,Leicester, Write-ins,WRI,8
Vermont,Leicester,Emily Peyton,TM,7
Vermont,Leicester,Wayne Billado,IND,4
Vermont,Leicester,Charly Dickerson,UNA,4
Vermont,Leicester,Erynn Whitney,IND,3
Vermont,Leicester,Michael DeVost,IND,1
Vermont,Lemington,Phil Scott,REP,39
Vermont,Lemington,David Zuckerman,DEM,9
Vermont,Lemington,Michael DeVost,IND,1
Vermont,Lemington,Erynn Whitney,IND,1
Vermont,Lemington,Wayne Billado,IND,0
Vermont,Lemington,Charly Dickerson,UNA,0
Vermont,Lemington,Kevin Hoyt,IND,0
Vermont,Lemington,Emily Peyton,TM,0
Vermont,Lemington, Write-ins,WRI,0
Vermont,Lincoln,Phil Scott,REP,573
Vermont,Lincoln,David Zuckerman,DEM,350
Vermont,Lincoln,Emily Peyton,TM,11
Vermont,Lincoln,Wayne Billado,IND,4
Vermont,Lincoln,Erynn Whitney,IND,3
Vermont,Lincoln, Write-ins,WRI,2
Vermont,Lincoln,Michael DeVost,IND,1
Vermont,Lincoln,Charly Dickerson,UNA,1
Vermont,Lincoln,Kevin Hoyt,IND,1
Vermont,Londonderry,Phil Scott,REP,751
Vermont,Londonderry,David Zuckerman,DEM,313
Vermont,Londonderry,Kevin Hoyt,IND,20
Vermont,Londonderry,Emily Peyton,TM,13
Vermont,Londonderry,Erynn Whitney,IND,6
Vermont,Londonderry,Michael DeVost,IND,1
Vermont,Londonderry,Charly Dickerson,UNA,1
Vermont,Londonderry, Write-ins,WRI,1
Vermont,Londonderry,Wayne Billado,IND,0
Vermont,Barnet,Phil Scott,REP,769
Vermont,Barnet,David Zuckerman,DEM,254
Vermont,Barnet,Kevin Hoyt,IND,14
Vermont,Barnet, Write-ins,WRI,10
Vermont,Barnet,Emily Peyton,TM,8
Vermont,Barnet,Erynn Whitney,IND,8
Vermont,Barnet,Michael DeVost,IND,7
Vermont,Barnet,Charly Dickerson,UNA,7
Vermont,Barnet,Wayne Billado,IND,1
Vermont,Lowell,Phil Scott,REP,330
Vermont,Lowell,David Zuckerman,DEM,102
Vermont,Lowell,Kevin Hoyt,IND,23
Vermont,Lowell,Wayne Billado,IND,5
Vermont,Lowell,Michael DeVost,IND,5
Vermont,Lowell,Emily Peyton,TM,5
Vermont,Lowell, Write-ins,WRI,3
Vermont,Lowell,Charly Dickerson,UNA,2
Vermont,Lowell,Erynn Whitney,IND,1
Vermont,Ludlow,Phil Scott,REP,865
Vermont,Ludlow,David Zuckerman,DEM,296
Vermont,Ludlow,Kevin Hoyt,IND,17
Vermont,Ludlow,Emily Peyton,TM,15
Vermont,Ludlow,Erynn Whitney,IND,6
Vermont,Ludlow,Wayne Billado,IND,5
Vermont,Ludlow,Charly Dickerson,UNA,5
Vermont,Ludlow, Write-ins,WRI,3
Vermont,Ludlow,Michael DeVost,IND,2
Vermont,Lunenburg,Phil Scott,REP,451
Vermont,Lunenburg,David Zuckerman,DEM,110
Vermont,Lunenburg,Kevin Hoyt,IND,18
Vermont,Lunenburg,Emily Peyton,TM,12
Vermont,Lunenburg,Michael DeVost,IND,9
Vermont,Lunenburg,Charly Dickerson,UNA,6
Vermont,Lunenburg,Erynn Whitney,IND,6
Vermont,Lunenburg,Wayne Billado,IND,5
Vermont,Lunenburg, Write-ins,WRI,2
Vermont,Lyndon,Phil Scott,REP,1865
Vermont,Lyndon,David Zuckerman,DEM,422
Vermont,Lyndon,Emily Peyton,TM,31
Vermont,Lyndon,Kevin Hoyt,IND,30
Vermont,Lyndon,Michael DeVost,IND,20
Vermont,Lyndon, Write-ins,WRI,13
Vermont,Lyndon,Charly Dickerson,UNA,11
Vermont,Lyndon,Erynn Whitney,IND,11
Vermont,Lyndon,Wayne Billado,IND,5
Vermont,Maidstone,Phil Scott,REP,121
Vermont,Maidstone,David Zuckerman,DEM,12
Vermont,Maidstone,Michael DeVost,IND,2
Vermont,Maidstone,Kevin Hoyt,IND,2
Vermont,Maidstone,Wayne Billado,IND,0
Vermont,Maidstone,Charly Dickerson,UNA,0
Vermont,Maidstone,Emily Peyton,TM,0
Vermont,Maidstone,Erynn Whitney,IND,0
Vermont,Maidstone, Write-ins,WRI,0
Vermont,Manchester,Phil Scott,REP,1809
Vermont,Manchester,David Zuckerman,DEM,787
Vermont,Manchester,Kevin Hoyt,IND,51
Vermont,Manchester,Erynn Whitney,IND,38
Vermont,Manchester,Emily Peyton,TM,22
Vermont,Manchester, Write-ins,WRI,11
Vermont,Manchester,Michael DeVost,IND,4
Vermont,Manchester,Charly Dickerson,UNA,4
Vermont,Manchester,Wayne Billado,IND,1
Vermont,Marlboro,David Zuckerman,DEM,368
Vermont,Marlboro,Phil Scott,REP,255
Vermont,Marlboro,Emily Peyton,TM,11
Vermont,Marlboro,Wayne Billado,IND,3
Vermont,Marlboro,Kevin Hoyt,IND,3
Vermont,Marlboro,Charly Dickerson,UNA,2
Vermont,Marlboro,Michael DeVost,IND,1
Vermont,Marlboro,Erynn Whitney,IND,0
Vermont,Marlboro, Write-ins,WRI,0
Vermont,Marshfield,Phil Scott,REP,641
Vermont,Marshfield,David Zuckerman,DEM,287
Vermont,Marshfield,Kevin Hoyt,IND,12
Vermont,Marshfield, Write-ins,WRI,6
Vermont,Marshfield,Wayne Billado,IND,2
Vermont,Marshfield,Charly Dickerson,UNA,2
Vermont,Marshfield,Emily Peyton,TM,2
Vermont,Marshfield,Michael DeVost,IND,1
Vermont,Marshfield,Erynn Whitney,IND,1
Vermont,Mendon,Phil Scott,REP,577
Vermont,Mendon,David Zuckerman,DEM,176
Vermont,Mendon,Emily Peyton,TM,9
Vermont,Mendon,Kevin Hoyt,IND,7
Vermont,Mendon, Write-ins,WRI,3
Vermont,Mendon,Erynn Whitney,IND,2
Vermont,Mendon,Michael DeVost,IND,1
Vermont,Mendon,Charly Dickerson,UNA,1
Vermont,Mendon,Wayne Billado,IND,0
Vermont,Middlebury,Phil Scott,REP,2543
Vermont,Middlebury,David Zuckerman,DEM,1625
Vermont,Middlebury,Emily Peyton,TM,37
Vermont,Middlebury,Kevin Hoyt,IND,18
Vermont,Middlebury,Charly Dickerson,UNA,12
Vermont,Middlebury, Write-ins,WRI,12
Vermont,Middlebury,Wayne Billado,IND,9
Vermont,Middlebury,Michael DeVost,IND,9
Vermont,Middlebury,Erynn Whitney,IND,8
Vermont,Barre,Phil Scott,REP,2799
Vermont,Barre,David Zuckerman,DEM,829
Vermont,Barre,Emily Peyton,TM,45
Vermont,Barre,Kevin Hoyt,IND,37
Vermont,Barre,Charly Dickerson,UNA,15
Vermont,Barre,Erynn Whitney,IND,14
Vermont,Barre,Wayne Billado,IND,13
Vermont,Barre, Write-ins,WRI,12
Vermont,Barre,Michael DeVost,IND,8
Vermont,Middlesex,Phil Scott,REP,819
Vermont,Middlesex,David Zuckerman,DEM,397
Vermont,Middlesex,Kevin Hoyt,IND,7
Vermont,Middlesex,Emily Peyton,TM,5
Vermont,Middlesex, Write-ins,WRI,5
Vermont,Middlesex,Wayne Billado,IND,3
Vermont,Middlesex,Charly Dickerson,UNA,3
Vermont,Middlesex,Michael DeVost,IND,2
Vermont,Middlesex,Erynn Whitney,IND,2
Vermont,Middletown Springs,Phil Scott,REP,367
Vermont,Middletown Springs,David Zuckerman,DEM,160
Vermont,Middletown Springs,Kevin Hoyt,IND,8
Vermont,Middletown Springs,Emily Peyton,TM,6
Vermont,Middletown Springs,Erynn Whitney,IND,3
Vermont,Middletown Springs, Write-ins,WRI,2
Vermont,Middletown Springs,Wayne Billado,IND,1
Vermont,Middletown Springs,Michael DeVost,IND,0
Vermont,Middletown Springs,Charly Dickerson,UNA,0
Vermont,Milton,Phil Scott,REP,4789
Vermont,Milton,David Zuckerman,DEM,978
Vermont,Milton,Kevin Hoyt,IND,54
Vermont,Milton,Emily Peyton,TM,40
Vermont,Milton,Wayne Billado,IND,33
Vermont,Milton, Write-ins,WRI,33
Vermont,Milton,Erynn Whitney,IND,28
Vermont,Milton,Charly Dickerson,UNA,13
Vermont,Milton,Michael DeVost,IND,10
Vermont,Monkton,Phil Scott,REP,1010
Vermont,Monkton,David Zuckerman,DEM,358
Vermont,Monkton,Emily Peyton,TM,8
Vermont,Monkton, Write-ins,WRI,6
Vermont,Monkton,Erynn Whitney,IND,5
Vermont,Monkton,Kevin Hoyt,IND,4
Vermont,Monkton,Wayne Billado,IND,3
Vermont,Monkton,Michael DeVost,IND,3
Vermont,Monkton,Charly Dickerson,UNA,3
Vermont,Montgomery,Phil Scott,REP,457
Vermont,Montgomery,David Zuckerman,DEM,244
Vermont,Montgomery,Kevin Hoyt,IND,17
Vermont,Montgomery,Emily Peyton,TM,12
Vermont,Montgomery, Write-ins,WRI,6
Vermont,Montgomery,Michael DeVost,IND,5
Vermont,Montgomery,Charly Dickerson,UNA,4
Vermont,Montgomery,Wayne Billado,IND,1
Vermont,Montgomery,Erynn Whitney,IND,1
Vermont,Montpelier,Phil Scott,REP,2723
Vermont,Montpelier,David Zuckerman,DEM,2264
Vermont,Montpelier,Emily Peyton,TM,42
Vermont,Montpelier, Write-ins,WRI,27
Vermont,Montpelier,Erynn Whitney,IND,17
Vermont,Montpelier,Charly Dickerson,UNA,15
Vermont,Montpelier,Kevin Hoyt,IND,13
Vermont,Montpelier,Wayne Billado,IND,8
Vermont,Montpelier,Michael DeVost,IND,6
Vermont,Moretown,Phil Scott,REP,831
Vermont,Moretown,David Zuckerman,DEM,338
Vermont,Moretown,Emily Peyton,TM,8
Vermont,Moretown,Charly Dickerson,UNA,3
Vermont,Moretown,Kevin Hoyt,IND,3
Vermont,Moretown,Wayne Billado,IND,2
Vermont,Moretown, Write-ins,WRI,2
Vermont,Moretown,Erynn Whitney,IND,1
Vermont,Moretown,Michael DeVost,IND,0
Vermont,Morgan,Phil Scott,REP,335
Vermont,Morgan,David Zuckerman,DEM,41
Vermont,Morgan,Kevin Hoyt,IND,7
Vermont,Morgan,Michael DeVost,IND,4
Vermont,Morgan,Emily Peyton,TM,2
Vermont,Morgan,Wayne Billado,IND,0
Vermont,Morgan,Charly Dickerson,UNA,0
Vermont,Morgan,Erynn Whitney,IND,0
Vermont,Morgan, Write-ins,WRI,0
Vermont,Morristown,Phil Scott,REP,2265
Vermont,Morristown,David Zuckerman,DEM,790
Vermont,Morristown,Emily Peyton,TM,35
Vermont,Morristown,Kevin Hoyt,IND,31
Vermont,Morristown, Write-ins,WRI,30
Vermont,Morristown,Erynn Whitney,IND,12
Vermont,Morristown,Wayne Billado,IND,7
Vermont,Morristown,Michael DeVost,IND,7
Vermont,Morristown,Charly Dickerson,UNA,6
Vermont,Mount Holly,Phil Scott,REP,584
Vermont,Mount Holly,David Zuckerman,DEM,206
Vermont,Mount Holly,Kevin Hoyt,IND,17
Vermont,Mount Holly,Emily Peyton,TM,9
Vermont,Mount Holly,Wayne Billado,IND,5
Vermont,Mount Holly,Erynn Whitney,IND,4
Vermont,Mount Holly,Michael DeVost,IND,3
Vermont,Mount Holly,Charly Dickerson,UNA,3
Vermont,Mount Holly, Write-ins,WRI,3
Vermont,Barre Town,Phil Scott,REP,3997
Vermont,Barre Town,David Zuckerman,DEM,590
Vermont,Barre Town,Kevin Hoyt,IND,68
Vermont,Barre Town,Emily Peyton,TM,30
Vermont,Barre Town, Write-ins,WRI,26
Vermont,Barre Town,Charly Dickerson,UNA,20
Vermont,Barre Town,Erynn Whitney,IND,13
Vermont,Barre Town,Wayne Billado,IND,8
Vermont,Barre Town,Michael DeVost,IND,5
Vermont,Mount Tabor,Phil Scott,REP,83
Vermont,Mount Tabor,David Zuckerman,DEM,21
Vermont,Mount Tabor,Erynn Whitney,IND,5
Vermont,Mount Tabor,Kevin Hoyt,IND,2
Vermont,Mount Tabor,Emily Peyton,TM,2
Vermont,Mount Tabor,Charly Dickerson,UNA,1
Vermont,Mount Tabor, Write-ins,WRI,1
Vermont,Mount Tabor,Wayne Billado,IND,0
Vermont,Mount Tabor,Michael DeVost,IND,0
Vermont,Newark,Phil Scott,REP,259
Vermont,Newark,David Zuckerman,DEM,55
Vermont,Newark,Kevin Hoyt,IND,8
Vermont,Newark,Michael DeVost,IND,5
Vermont,Newark,Emily Peyton,TM,5
Vermont,Newark, Write-ins,WRI,4
Vermont,Newark,Erynn Whitney,IND,3
Vermont,Newark,Wayne Billado,IND,1
Vermont,Newark,Charly Dickerson,UNA,0
Vermont,Newbury,Phil Scott,REP,891
Vermont,Newbury,David Zuckerman,DEM,249
Vermont,Newbury,Kevin Hoyt,IND,20
Vermont,Newbury,Emily Peyton,TM,14
Vermont,Newbury,Wayne Billado,IND,6
Vermont,Newbury,Charly Dickerson,UNA,5
Vermont,Newbury,Erynn Whitney,IND,5
Vermont,Newbury, Write-ins,WRI,4
Vermont,Newbury,Michael DeVost,IND,1
Vermont,Newfane,Phil Scott,REP,581
Vermont,Newfane,David Zuckerman,DEM,471
Vermont,Newfane,Emily Peyton,TM,26
Vermont,Newfane,Erynn Whitney,IND,13
Vermont,Newfane,Kevin Hoyt,IND,9
Vermont,Newfane, Write-ins,WRI,6
Vermont,Newfane,Wayne Billado,IND,5
Vermont,Newfane,Michael DeVost,IND,5
Vermont,Newfane,Charly Dickerson,UNA,3
Vermont,New Haven,Phil Scott,REP,901
Vermont,New Haven,David Zuckerman,DEM,232
Vermont,New Haven,Kevin Hoyt,IND,11
Vermont,New Haven,Emily Peyton,TM,8
Vermont,New Haven, Write-ins,WRI,5
Vermont,New Haven,Wayne Billado,IND,3
Vermont,New Haven,Michael DeVost,IND,2
Vermont,New Haven,Charly Dickerson,UNA,1
Vermont,New Haven,Erynn Whitney,IND,1
Vermont,Newport,Phil Scott,REP,1308
Vermont,Newport,David Zuckerman,DEM,379
Vermont,Newport,Michael DeVost,IND,38
Vermont,Newport,Kevin Hoyt,IND,27
Vermont,Newport,Emily Peyton,TM,19
Vermont,Newport, Write-ins,WRI,16
Vermont,Newport,Erynn Whitney,IND,11
Vermont,Newport,Wayne Billado,IND,4
Vermont,Newport,Charly Dickerson,UNA,3
Vermont,Newport Town,Phil Scott,REP,611
Vermont,Newport Town,David Zuckerman,DEM,118
Vermont,Newport Town,Kevin Hoyt,IND,18
Vermont,Newport Town,Michael DeVost,IND,6
Vermont,Newport Town,Charly Dickerson,UNA,5
Vermont,Newport Town,Emily Peyton,TM,4
Vermont,Newport Town, Write-ins,WRI,4
Vermont,Newport Town,Wayne Billado,IND,1
Vermont,Newport Town,Erynn Whitney,IND,1
Vermont,Northfield,Phil Scott,REP,1891
Vermont,Northfield,David Zuckerman,DEM,474
Vermont,Northfield,Emily Peyton,TM,22
Vermont,Northfield,Kevin Hoyt,IND,19
Vermont,Northfield, Write-ins,WRI,14
Vermont,Northfield,Charly Dickerson,UNA,12
Vermont,Northfield,Wayne Billado,IND,10
Vermont,Northfield,Erynn Whitney,IND,5
Vermont,Northfield,Michael DeVost,IND,4
Vermont,North Hero,Phil Scott,REP,556
Vermont,North Hero,David Zuckerman,DEM,135
Vermont,North Hero,Emily Peyton,TM,6
Vermont,North Hero, Write-ins,WRI,2
Vermont,North Hero,Wayne Billado,IND,1
Vermont,North Hero,Erynn Whitney,IND,1
Vermont,North Hero,Michael DeVost,IND,0
Vermont,North Hero,Charly Dickerson,UNA,0
Vermont,North Hero,Kevin Hoyt,IND,0
Vermont,Norton,Phil Scott,REP,83
Vermont,Norton,David Zuckerman,DEM,18
Vermont,Norton,Michael DeVost,IND,4
Vermont,Norton,Kevin Hoyt,IND,1
Vermont,Norton,Wayne Billado,IND,0
Vermont,Norton,Charly Dickerson,UNA,0
Vermont,Norton,Emily Peyton,TM,0
Vermont,Norton,Erynn Whitney,IND,0
Vermont,Norton, Write-ins,WRI,0
Vermont,Barton,Phil Scott,REP,931
Vermont,Barton,David Zuckerman,DEM,257
Vermont,Barton,Michael DeVost,IND,23
Vermont,Barton, Write-ins,WRI,23
Vermont,Barton,Emily Peyton,TM,12
Vermont,Barton,Kevin Hoyt,IND,11
Vermont,Barton,Wayne Billado,IND,7
Vermont,Barton,Erynn Whitney,IND,5
Vermont,Barton,Charly Dickerson,UNA,1
Vermont,Norwich,Phil Scott,REP,1307
Vermont,Norwich,David Zuckerman,DEM,1143
Vermont,Norwich, Write-ins,WRI,14
Vermont,Norwich,Charly Dickerson,UNA,9
Vermont,Norwich,Emily Peyton,TM,9
Vermont,Norwich,Erynn Whitney,IND,7
Vermont,Norwich,Kevin Hoyt,IND,4
Vermont,Norwich,Wayne Billado,IND,2
Vermont,Norwich,Michael DeVost,IND,1
Vermont,Orange,Phil Scott,REP,499
Vermont,Orange,David Zuckerman,DEM,74
Vermont,Orange,Kevin Hoyt,IND,17
Vermont,Orange, Write-ins,WRI,7
Vermont,Orange,Emily Peyton,TM,6
Vermont,Orange,Charly Dickerson,UNA,4
Vermont,Orange,Wayne Billado,IND,3
Vermont,Orange,Michael DeVost,IND,2
Vermont,Orange,Erynn Whitney,IND,0
Vermont,Orwell,Phil Scott,REP,593
Vermont,Orwell,David Zuckerman,DEM,111
Vermont,Orwell,Kevin Hoyt,IND,12
Vermont,Orwell,Emily Peyton,TM,10
Vermont,Orwell, Write-ins,WRI,5
Vermont,Orwell,Erynn Whitney,IND,4
Vermont,Orwell,Wayne Billado,IND,3
Vermont,Orwell,Michael DeVost,IND,3
Vermont,Orwell,Charly Dickerson,UNA,1
Vermont,Panton,Phil Scott,REP,307
Vermont,Panton,David Zuckerman,DEM,96
Vermont,Panton,Erynn Whitney,IND,4
Vermont,Panton,Kevin Hoyt,IND,3
Vermont,Panton,Wayne Billado,IND,2
Vermont,Panton, Write-ins,WRI,2
Vermont,Panton,Michael DeVost,IND,1
Vermont,Panton,Charly Dickerson,UNA,1
Vermont,Panton,Emily Peyton,TM,1
Vermont,Pawlet,Phil Scott,REP,571
Vermont,Pawlet,David Zuckerman,DEM,270
Vermont,Pawlet,Kevin Hoyt,IND,25
Vermont,Pawlet,Erynn Whitney,IND,6
Vermont,Pawlet,Emily Peyton,TM,3
Vermont,Pawlet,Wayne Billado,IND,1
Vermont,Pawlet,Michael DeVost,IND,0
Vermont,Pawlet,Charly Dickerson,UNA,0
Vermont,Pawlet, Write-ins,WRI,0
Vermont,Peacham,Phil Scott,REP,365
Vermont,Peacham,David Zuckerman,DEM,131
Vermont,Peacham,Kevin Hoyt,IND,5
Vermont,Peacham,Charly Dickerson,UNA,4
Vermont,Peacham,Erynn Whitney,IND,4
Vermont,Peacham,Emily Peyton,TM,3
Vermont,Peacham,Michael DeVost,IND,2
Vermont,Peacham, Write-ins,WRI,2
Vermont,Peacham,Wayne Billado,IND,0
Vermont,Peru,Phil Scott,REP,168
Vermont,Peru,David Zuckerman,DEM,116
Vermont,Peru,Emily Peyton,TM,5
Vermont,Peru,Kevin Hoyt,IND,3
Vermont,Peru,Charly Dickerson,UNA,2
Vermont,Peru, Write-ins,WRI,1
Vermont,Peru,Wayne Billado,IND,0
Vermont,Peru,Michael DeVost,IND,0
Vermont,Peru,Erynn Whitney,IND,0
Vermont,Pittsfield,Phil Scott,REP,223
Vermont,Pittsfield,David Zuckerman,DEM,94
Vermont,Pittsfield, Write-ins,WRI,4
Vermont,Pittsfield,Kevin Hoyt,IND,3
Vermont,Pittsfield,Emily Peyton,TM,3
Vermont,Pittsfield,Wayne Billado,IND,1
Vermont,Pittsfield,Michael DeVost,IND,1
Vermont,Pittsfield,Erynn Whitney,IND,1
Vermont,Pittsfield,Charly Dickerson,UNA,0
Vermont,Pittsford,Phil Scott,REP,1304
Vermont,Pittsford,David Zuckerman,DEM,297
Vermont,Pittsford,Emily Peyton,TM,29
Vermont,Pittsford,Kevin Hoyt,IND,27
Vermont,Pittsford, Write-ins,WRI,27
Vermont,Pittsford,Erynn Whitney,IND,13
Vermont,Pittsford,Charly Dickerson,UNA,8
Vermont,Pittsford,Wayne Billado,IND,4
Vermont,Pittsford,Michael DeVost,IND,2
Vermont,Plainfield,Phil Scott,REP,443
Vermont,Plainfield,David Zuckerman,DEM,341
Vermont,Plainfield,Emily Peyton,TM,7
Vermont,Plainfield,Charly Dickerson,UNA,4
Vermont,Plainfield,Kevin Hoyt,IND,4
