state,county,candidate,party,votes
New Hampshire,Durham, Write-ins,WRI,0
New Hampshire,Farmington,Chris Sununu,REP,2534
New Hampshire,Farmington,Darryl Perry,LIB,69
New Hampshire,Farmington,Dan Feltes,DEM,61
New Hampshire,Farmington, Write-ins,WRI,9
New Hampshire,Lee,Dan Feltes,DEM,1325
New Hampshire,Lee,Chris Sununu,REP,883
New Hampshire,Lee,Darryl Perry,LIB,18
New Hampshire,Lee, Write-ins,WRI,0
New Hampshire,Madbury,Chris Sununu,REP,697
New Hampshire,Madbury,Dan Feltes,DEM,557
New Hampshire,Madbury,Darryl Perry,LIB,32
New Hampshire,Madbury, Write-ins,WRI,2
New Hampshire,Middleton,Chris Sununu,REP,815
New Hampshire,Middleton,Dan Feltes,DEM,210
New Hampshire,Middleton,Darryl Perry,LIB,7
New Hampshire,Middleton, Write-ins,WRI,0
New Hampshire,Milton,Chris Sununu,REP,1904
New Hampshire,Milton,Dan Feltes,DEM,552
New Hampshire,Milton,Darryl Perry,LIB,55
New Hampshire,Milton, Write-ins,WRI,0
New Hampshire,New Durham,Chris Sununu,REP,1411
New Hampshire,New Durham,Dan Feltes,DEM,392
New Hampshire,New Durham,Darryl Perry,LIB,28
New Hampshire,New Durham, Write-ins,WRI,2
New Hampshire,Rochester,Chris Sununu,REP,11705
New Hampshire,Rochester,Dan Feltes,DEM,4682
New Hampshire,Rochester,Darryl Perry,LIB,307
New Hampshire,Rochester, Write-ins,WRI,17
New Hampshire,Rollinsford,Chris Sununu,REP,1086
New Hampshire,Rollinsford,Dan Feltes,DEM,607
New Hampshire,Rollinsford,Darryl Perry,LIB,24
New Hampshire,Rollinsford, Write-ins,WRI,0
New Hampshire,Somersworth,Chris Sununu,REP,3701
New Hampshire,Somersworth,Dan Feltes,DEM,2215
New Hampshire,Somersworth,Darryl Perry,LIB,90
New Hampshire,Somersworth, Write-ins,WRI,0
New Hampshire,Strafford,Chris Sununu,REP,1898
New Hampshire,Strafford,Dan Feltes,DEM,811
New Hampshire,Strafford,Darryl Perry,LIB,39
New Hampshire,Strafford, Write-ins,WRI,2
New Hampshire,Acworth,Chris Sununu,REP,325
New Hampshire,Acworth,Dan Feltes,DEM,229
New Hampshire,Acworth,Darryl Perry,LIB,8
New Hampshire,Acworth, Write-ins,WRI,0
New Hampshire,Charlestown,Chris Sununu,REP,1692
New Hampshire,Charlestown,Dan Feltes,DEM,712
New Hampshire,Charlestown,Darryl Perry,LIB,52
New Hampshire,Charlestown, Write-ins,WRI,0
New Hampshire,Claremont,Chris Sununu,REP,3829
New Hampshire,Claremont,Dan Feltes,DEM,1793
New Hampshire,Claremont,Darryl Perry,LIB,122
New Hampshire,Claremont, Write-ins,WRI,0
New Hampshire,Cornish,Chris Sununu,REP,660
New Hampshire,Cornish,Dan Feltes,DEM,468
New Hampshire,Cornish,Darryl Perry,LIB,13
New Hampshire,Cornish, Write-ins,WRI,0
New Hampshire,Croydon,Chris Sununu,REP,400
New Hampshire,Croydon,Dan Feltes,DEM,96
New Hampshire,Croydon,Darryl Perry,LIB,8
New Hampshire,Croydon, Write-ins,WRI,0
New Hampshire,Goshen,Chris Sununu,REP,349
New Hampshire,Goshen,Dan Feltes,DEM,118
New Hampshire,Goshen,Darryl Perry,LIB,9
New Hampshire,Goshen, Write-ins,WRI,0
New Hampshire,Grantham,Chris Sununu,REP,1210
New Hampshire,Grantham,Dan Feltes,DEM,1158
New Hampshire,Grantham,Darryl Perry,LIB,25
New Hampshire,Grantham, Write-ins,WRI,0
New Hampshire,Langdon,Chris Sununu,REP,263
New Hampshire,Langdon,Dan Feltes,DEM,139
New Hampshire,Langdon,Darryl Perry,LIB,6
New Hampshire,Langdon, Write-ins,WRI,0
New Hampshire,Lempster,Chris Sununu,REP,552
New Hampshire,Lempster,Dan Feltes,DEM,145
New Hampshire,Lempster,Darryl Perry,LIB,11
New Hampshire,Lempster, Write-ins,WRI,0
New Hampshire,Newport,Chris Sununu,REP,2332
New Hampshire,Newport,Dan Feltes,DEM,716
New Hampshire,Newport,Darryl Perry,LIB,48
New Hampshire,Newport, Write-ins,WRI,0
New Hampshire,Plainfield,Chris Sununu,REP,823
New Hampshire,Plainfield,Dan Feltes,DEM,817
New Hampshire,Plainfield,Darryl Perry,LIB,14
New Hampshire,Plainfield, Write-ins,WRI,0
New Hampshire,Springfield,Chris Sununu,REP,569
New Hampshire,Springfield,Dan Feltes,DEM,298
New Hampshire,Springfield,Darryl Perry,LIB,13
New Hampshire,Springfield, Write-ins,WRI,0
New Hampshire,Sunapee,Chris Sununu,REP,1617
New Hampshire,Sunapee,Dan Feltes,DEM,764
New Hampshire,Sunapee,Darryl Perry,LIB,31
New Hampshire,Sunapee, Write-ins,WRI,0
New Hampshire,Unity,Chris Sununu,REP,674
New Hampshire,Unity,Dan Feltes,DEM,189
New Hampshire,Unity,Darryl Perry,LIB,14
New Hampshire,Unity, Write-ins,WRI,0
New Hampshire,Washington,Chris Sununu,REP,557
New Hampshire,Washington,Dan Feltes,DEM,207
New Hampshire,Washington,Darryl Perry,LIB,12
New Hampshire,Washington, Write-ins,WRI,0
North Carolina,Alamance County,Dan Forest,REP,42437
North Carolina,Alamance County,Roy Cooper,DEM,41269
North Carolina,Alamance County,Steven DiFiore,LIB,722
North Carolina,Alamance County,Al Pisano,CST,276
North Carolina,Alexander County,Dan Forest,REP,14911
North Carolina,Alexander County,Roy Cooper,DEM,4951
North Carolina,Alexander County,Steven DiFiore,LIB,148
North Carolina,Alexander County,Al Pisano,CST,74
North Carolina,Alleghany County,Dan Forest,REP,4059
North Carolina,Alleghany County,Roy Cooper,DEM,1921
North Carolina,Alleghany County,Steven DiFiore,LIB,47
North Carolina,Alleghany County,Al Pisano,CST,21
North Carolina,Anson County,Roy Cooper,DEM,6115
North Carolina,Anson County,Dan Forest,REP,4977
North Carolina,Anson County,Steven DiFiore,LIB,75
North Carolina,Anson County,Al Pisano,CST,38
North Carolina,Ashe County,Dan Forest,REP,10551
North Carolina,Ashe County,Roy Cooper,DEM,4941
North Carolina,Ashe County,Steven DiFiore,LIB,128
North Carolina,Ashe County,Al Pisano,CST,59
North Carolina,Avery County,Dan Forest,REP,6815
North Carolina,Avery County,Roy Cooper,DEM,2388
North Carolina,Avery County,Steven DiFiore,LIB,87
North Carolina,Avery County,Al Pisano,CST,26
North Carolina,Beaufort County,Dan Forest,REP,15627
North Carolina,Beaufort County,Roy Cooper,DEM,10229
North Carolina,Beaufort County,Steven DiFiore,LIB,151
North Carolina,Beaufort County,Al Pisano,CST,77
North Carolina,Bertie County,Roy Cooper,DEM,5978
North Carolina,Bertie County,Dan Forest,REP,3623
North Carolina,Bertie County,Steven DiFiore,LIB,40
North Carolina,Bertie County,Al Pisano,CST,13
North Carolina,Bladen County,Dan Forest,REP,9052
North Carolina,Bladen County,Roy Cooper,DEM,7732
North Carolina,Bladen County,Steven DiFiore,LIB,103
North Carolina,Bladen County,Al Pisano,CST,48
North Carolina,Brunswick County,Dan Forest,REP,51284
North Carolina,Brunswick County,Roy Cooper,DEM,36452
North Carolina,Brunswick County,Steven DiFiore,LIB,823
North Carolina,Brunswick County,Al Pisano,CST,403
North Carolina,Buncombe County,Roy Cooper,DEM,98746
North Carolina,Buncombe County,Dan Forest,REP,57774
North Carolina,Buncombe County,Steven DiFiore,LIB,2222
North Carolina,Buncombe County,Al Pisano,CST,611
North Carolina,Burke County,Dan Forest,REP,28724
North Carolina,Burke County,Roy Cooper,DEM,14870
North Carolina,Burke County,Steven DiFiore,LIB,354
North Carolina,Burke County,Al Pisano,CST,162
North Carolina,Cabarrus County,Dan Forest,REP,59207
North Carolina,Cabarrus County,Roy Cooper,DEM,54095
North Carolina,Cabarrus County,Steven DiFiore,LIB,1445
North Carolina,Cabarrus County,Al Pisano,CST,493
North Carolina,Caldwell County,Dan Forest,REP,30028
North Carolina,Caldwell County,Roy Cooper,DEM,11764
North Carolina,Caldwell County,Steven DiFiore,LIB,362
North Carolina,Caldwell County,Al Pisano,CST,139
North Carolina,Camden County,Dan Forest,REP,4166
North Carolina,Camden County,Roy Cooper,DEM,1576
North Carolina,Camden County,Steven DiFiore,LIB,86
North Carolina,Camden County,Al Pisano,CST,26
North Carolina,Carteret County,Dan Forest,REP,28558
North Carolina,Carteret County,Roy Cooper,DEM,13194
North Carolina,Carteret County,Steven DiFiore,LIB,382
North Carolina,Carteret County,Al Pisano,CST,149
North Carolina,Caswell County,Dan Forest,REP,6589
North Carolina,Caswell County,Roy Cooper,DEM,5253
North Carolina,Caswell County,Steven DiFiore,LIB,69
North Carolina,Caswell County,Al Pisano,CST,32
North Carolina,Catawba County,Dan Forest,REP,53476
North Carolina,Catawba County,Roy Cooper,DEM,27966
North Carolina,Catawba County,Steven DiFiore,LIB,814
North Carolina,Catawba County,Al Pisano,CST,343
North Carolina,Chatham County,Roy Cooper,DEM,27970
North Carolina,Chatham County,Dan Forest,REP,19815
North Carolina,Chatham County,Steven DiFiore,LIB,356
North Carolina,Chatham County,Al Pisano,CST,113
North Carolina,Cherokee County,Dan Forest,REP,12293
North Carolina,Cherokee County,Roy Cooper,DEM,3753
North Carolina,Cherokee County,Steven DiFiore,LIB,168
North Carolina,Cherokee County,Al Pisano,CST,59
North Carolina,Chowan County,Dan Forest,REP,4297
North Carolina,Chowan County,Roy Cooper,DEM,3387
North Carolina,Chowan County,Steven DiFiore,LIB,40
North Carolina,Chowan County,Al Pisano,CST,15
North Carolina,Clay County,Dan Forest,REP,4960
North Carolina,Clay County,Roy Cooper,DEM,1748
North Carolina,Clay County,Steven DiFiore,LIB,65
North Carolina,Clay County,Al Pisano,CST,34
North Carolina,Cleveland County,Dan Forest,REP,31919
North Carolina,Cleveland County,Roy Cooper,DEM,18463
North Carolina,Cleveland County,Steven DiFiore,LIB,394
North Carolina,Cleveland County,Al Pisano,CST,144
North Carolina,Columbus County,Dan Forest,REP,15596
North Carolina,Columbus County,Roy Cooper,DEM,10236
North Carolina,Columbus County,Steven DiFiore,LIB,136
North Carolina,Columbus County,Al Pisano,CST,82
North Carolina,Craven County,Dan Forest,REP,29423
North Carolina,Craven County,Roy Cooper,DEM,22264
North Carolina,Craven County,Steven DiFiore,LIB,569
North Carolina,Craven County,Al Pisano,CST,221
North Carolina,Cumberland County,Roy Cooper,DEM,87322
North Carolina,Cumberland County,Dan Forest,REP,54721
North Carolina,Cumberland County,Steven DiFiore,LIB,2114
North Carolina,Cumberland County,Al Pisano,CST,833
North Carolina,Currituck County,Dan Forest,REP,11210
North Carolina,Currituck County,Roy Cooper,DEM,4336
North Carolina,Currituck County,Steven DiFiore,LIB,248
North Carolina,Currituck County,Al Pisano,CST,92
North Carolina,Dare County,Dan Forest,REP,13060
North Carolina,Dare County,Roy Cooper,DEM,10402
North Carolina,Dare County,Steven DiFiore,LIB,287
North Carolina,Dare County,Al Pisano,CST,92
North Carolina,Davidson County,Dan Forest,REP,58601
North Carolina,Davidson County,Roy Cooper,DEM,25110
North Carolina,Davidson County,Steven DiFiore,LIB,757
North Carolina,Davidson County,Al Pisano,CST,248
North Carolina,Davie County,Dan Forest,REP,16998
North Carolina,Davie County,Roy Cooper,DEM,7830
North Carolina,Davie County,Steven DiFiore,LIB,197
North Carolina,Davie County,Al Pisano,CST,70
North Carolina,Duplin County,Dan Forest,REP,13226
North Carolina,Duplin County,Roy Cooper,DEM,9060
North Carolina,Duplin County,Steven DiFiore,LIB,117
North Carolina,Duplin County,Al Pisano,CST,59
North Carolina,Durham County,Roy Cooper,DEM,145136
North Carolina,Durham County,Dan Forest,REP,29404
North Carolina,Durham County,Steven DiFiore,LIB,1886
North Carolina,Durham County,Al Pisano,CST,514
North Carolina,Edgecombe County,Roy Cooper,DEM,16722
North Carolina,Edgecombe County,Dan Forest,REP,8445
North Carolina,Edgecombe County,Steven DiFiore,LIB,108
North Carolina,Edgecombe County,Al Pisano,CST,68
North Carolina,Forsyth County,Roy Cooper,DEM,117314
North Carolina,Forsyth County,Dan Forest,REP,77715
North Carolina,Forsyth County,Steven DiFiore,LIB,2288
North Carolina,Forsyth County,Al Pisano,CST,821
North Carolina,Franklin County,Dan Forest,REP,19268
North Carolina,Franklin County,Roy Cooper,DEM,17301
North Carolina,Franklin County,Steven DiFiore,LIB,378
North Carolina,Franklin County,Al Pisano,CST,128
North Carolina,Gaston County,Dan Forest,REP,68362
North Carolina,Gaston County,Roy Cooper,DEM,43272
North Carolina,Gaston County,Steven DiFiore,LIB,1155
North Carolina,Gaston County,Al Pisano,CST,455
North Carolina,Gates County,Dan Forest,REP,3153
North Carolina,Gates County,Roy Cooper,DEM,2669
North Carolina,Gates County,Steven DiFiore,LIB,51
North Carolina,Gates County,Al Pisano,CST,38
North Carolina,Graham County,Dan Forest,REP,3455
North Carolina,Graham County,Roy Cooper,DEM,1089
North Carolina,Graham County,Steven DiFiore,LIB,33
North Carolina,Graham County,Al Pisano,CST,14
North Carolina,Granville County,Roy Cooper,DEM,15625
North Carolina,Granville County,Dan Forest,REP,15330
North Carolina,Granville County,Steven DiFiore,LIB,269
North Carolina,Granville County,Al Pisano,CST,97
North Carolina,Greene County,Dan Forest,REP,4664
North Carolina,Greene County,Roy Cooper,DEM,3976
North Carolina,Greene County,Steven DiFiore,LIB,44
North Carolina,Greene County,Al Pisano,CST,22
North Carolina,Guilford County,Roy Cooper,DEM,178481
North Carolina,Guilford County,Dan Forest,REP,97233
North Carolina,Guilford County,Steven DiFiore,LIB,3250
North Carolina,Guilford County,Al Pisano,CST,1130
North Carolina,Halifax County,Roy Cooper,DEM,15928
North Carolina,Halifax County,Dan Forest,REP,9314
North Carolina,Halifax County,Steven DiFiore,LIB,124
North Carolina,Halifax County,Al Pisano,CST,64
North Carolina,Harnett County,Dan Forest,REP,32798
North Carolina,Harnett County,Roy Cooper,DEM,23720
North Carolina,Harnett County,Steven DiFiore,LIB,742
North Carolina,Harnett County,Al Pisano,CST,267
North Carolina,Haywood County,Dan Forest,REP,21078
North Carolina,Haywood County,Roy Cooper,DEM,14700
North Carolina,Haywood County,Steven DiFiore,LIB,371
North Carolina,Haywood County,Al Pisano,CST,120
North Carolina,Henderson County,Dan Forest,REP,37836
North Carolina,Henderson County,Roy Cooper,DEM,28923
North Carolina,Henderson County,Steven DiFiore,LIB,736
North Carolina,Henderson County,Al Pisano,CST,257
North Carolina,Hertford County,Roy Cooper,DEM,7191
North Carolina,Hertford County,Dan Forest,REP,3275
North Carolina,Hertford County,Steven DiFiore,LIB,49
North Carolina,Hertford County,Al Pisano,CST,25
North Carolina,Hoke County,Roy Cooper,DEM,12748
North Carolina,Hoke County,Dan Forest,REP,8624
North Carolina,Hoke County,Steven DiFiore,LIB,342
North Carolina,Hoke County,Al Pisano,CST,108
North Carolina,Hyde County,Dan Forest,REP,1343
North Carolina,Hyde County,Roy Cooper,DEM,1100
North Carolina,Hyde County,Steven DiFiore,LIB,14
North Carolina,Hyde County,Al Pisano,CST,5
North Carolina,Iredell County,Dan Forest,REP,63439
North Carolina,Iredell County,Roy Cooper,DEM,35866
North Carolina,Iredell County,Steven DiFiore,LIB,1186
North Carolina,Iredell County,Al Pisano,CST,422
North Carolina,Jackson County,Dan Forest,REP,10438
North Carolina,Jackson County,Roy Cooper,DEM,10326
North Carolina,Jackson County,Steven DiFiore,LIB,315
North Carolina,Jackson County,Al Pisano,CST,95
North Carolina,Johnston County,Dan Forest,REP,63935
North Carolina,Johnston County,Roy Cooper,DEM,44712
North Carolina,Johnston County,Steven DiFiore,LIB,1100
North Carolina,Johnston County,Al Pisano,CST,453
North Carolina,Jones County,Dan Forest,REP,3118
North Carolina,Jones County,Roy Cooper,DEM,2311
North Carolina,Jones County,Steven DiFiore,LIB,33
North Carolina,Jones County,Al Pisano,CST,16
North Carolina,Lee County,Dan Forest,REP,14870
North Carolina,Lee County,Roy Cooper,DEM,13444
North Carolina,Lee County,Steven DiFiore,LIB,275
North Carolina,Lee County,Al Pisano,CST,115
North Carolina,Lenoir County,Roy Cooper,DEM,14092
North Carolina,Lenoir County,Dan Forest,REP,13828
North Carolina,Lenoir County,Steven DiFiore,LIB,174
North Carolina,Lenoir County,Al Pisano,CST,58
North Carolina,Lincoln County,Dan Forest,REP,34550
North Carolina,Lincoln County,Roy Cooper,DEM,14618
North Carolina,Lincoln County,Steven DiFiore,LIB,442
North Carolina,Lincoln County,Al Pisano,CST,215
North Carolina,McDowell County,Dan Forest,REP,15718
North Carolina,McDowell County,Roy Cooper,DEM,6826
North Carolina,McDowell County,Steven DiFiore,LIB,201
North Carolina,McDowell County,Al Pisano,CST,84
North Carolina,Macon County,Dan Forest,REP,13277
North Carolina,Macon County,Roy Cooper,DEM,7044
North Carolina,Macon County,Steven DiFiore,LIB,197
North Carolina,Macon County,Al Pisano,CST,89
North Carolina,Madison County,Dan Forest,REP,7315
North Carolina,Madison County,Roy Cooper,DEM,5458
North Carolina,Madison County,Steven DiFiore,LIB,153
North Carolina,Madison County,Al Pisano,CST,52
North Carolina,Martin County,Roy Cooper,DEM,6235
North Carolina,Martin County,Dan Forest,REP,6119
North Carolina,Martin County,Steven DiFiore,LIB,52
North Carolina,Martin County,Al Pisano,CST,30
North Carolina,Mecklenburg County,Roy Cooper,DEM,380258
North Carolina,Mecklenburg County,Dan Forest,REP,170071
North Carolina,Mecklenburg County,Steven DiFiore,LIB,8008
North Carolina,Mecklenburg County,Al Pisano,CST,2396
North Carolina,Mitchell County,Dan Forest,REP,6778
North Carolina,Mitchell County,Roy Cooper,DEM,2072
North Carolina,Mitchell County,Steven DiFiore,LIB,59
North Carolina,Mitchell County,Al Pisano,CST,25
North Carolina,Montgomery County,Dan Forest,REP,7583
North Carolina,Montgomery County,Roy Cooper,DEM,5038
North Carolina,Montgomery County,Steven DiFiore,LIB,95
North Carolina,Montgomery County,Al Pisano,CST,39
North Carolina,Moore County,Dan Forest,REP,34070
North Carolina,Moore County,Roy Cooper,DEM,22706
North Carolina,Moore County,Steven DiFiore,LIB,584
North Carolina,Moore County,Al Pisano,CST,229
North Carolina,Nash County,Roy Cooper,DEM,27436
North Carolina,Nash County,Dan Forest,REP,23905
North Carolina,Nash County,Steven DiFiore,LIB,295
North Carolina,Nash County,Al Pisano,CST,131
North Carolina,New Hanover County,Roy Cooper,DEM,68255
North Carolina,New Hanover County,Dan Forest,REP,58480
North Carolina,New Hanover County,Steven DiFiore,LIB,1761
North Carolina,New Hanover County,Al Pisano,CST,546
North Carolina,Northampton County,Roy Cooper,DEM,6291
North Carolina,Northampton County,Dan Forest,REP,3678
North Carolina,Northampton County,Steven DiFiore,LIB,50
North Carolina,Northampton County,Al Pisano,CST,30
North Carolina,Onslow County,Dan Forest,REP,42886
North Carolina,Onslow County,Roy Cooper,DEM,24845
North Carolina,Onslow County,Steven DiFiore,LIB,1372
North Carolina,Onslow County,Al Pisano,CST,499
North Carolina,Orange County,Roy Cooper,DEM,64539
North Carolina,Orange County,Dan Forest,REP,18640
North Carolina,Orange County,Steven DiFiore,LIB,763
North Carolina,Orange County,Al Pisano,CST,171
North Carolina,Pamlico County,Dan Forest,REP,4644
North Carolina,Pamlico County,Roy Cooper,DEM,2862
North Carolina,Pamlico County,Steven DiFiore,LIB,46
North Carolina,Pamlico County,Al Pisano,CST,25
North Carolina,Pasquotank County,Roy Cooper,DEM,9879
North Carolina,Pasquotank County,Dan Forest,REP,9315
North Carolina,Pasquotank County,Steven DiFiore,LIB,197
North Carolina,Pasquotank County,Al Pisano,CST,90
North Carolina,Pender County,Dan Forest,REP,20749
North Carolina,Pender County,Roy Cooper,DEM,12524
North Carolina,Pender County,Steven DiFiore,LIB,390
North Carolina,Pender County,Al Pisano,CST,150
North Carolina,Perquimans County,Dan Forest,REP,4749
North Carolina,Perquimans County,Roy Cooper,DEM,2629
North Carolina,Perquimans County,Steven DiFiore,LIB,59
North Carolina,Perquimans County,Al Pisano,CST,20
North Carolina,Person County,Dan Forest,REP,12227
North Carolina,Person County,Roy Cooper,DEM,9238
North Carolina,Person County,Steven DiFiore,LIB,140
North Carolina,Person County,Al Pisano,CST,70
North Carolina,Pitt County,Roy Cooper,DEM,48313
North Carolina,Pitt County,Dan Forest,REP,36798
North Carolina,Pitt County,Steven DiFiore,LIB,866
North Carolina,Pitt County,Al Pisano,CST,277
North Carolina,Polk County,Dan Forest,REP,7237
North Carolina,Polk County,Roy Cooper,DEM,4830
North Carolina,Polk County,Steven DiFiore,LIB,113
North Carolina,Polk County,Al Pisano,CST,42
North Carolina,Randolph County,Dan Forest,REP,52891
North Carolina,Randolph County,Roy Cooper,DEM,18803
North Carolina,Randolph County,Steven DiFiore,LIB,548
North Carolina,Randolph County,Al Pisano,CST,247
North Carolina,Richmond County,Dan Forest,REP,10671
North Carolina,Richmond County,Roy Cooper,DEM,9538
North Carolina,Richmond County,Steven DiFiore,LIB,181
North Carolina,Richmond County,Al Pisano,CST,85
North Carolina,Robeson County,Dan Forest,REP,22411
North Carolina,Robeson County,Roy Cooper,DEM,20966
North Carolina,Robeson County,Steven DiFiore,LIB,259
North Carolina,Robeson County,Al Pisano,CST,128
North Carolina,Rockingham County,Dan Forest,REP,28632
North Carolina,Rockingham County,Roy Cooper,DEM,17986
North Carolina,Rockingham County,Steven DiFiore,LIB,399
North Carolina,Rockingham County,Al Pisano,CST,147
North Carolina,Rowan County,Dan Forest,REP,46448
North Carolina,Rowan County,Roy Cooper,DEM,25240
North Carolina,Rowan County,Steven DiFiore,LIB,733
North Carolina,Rowan County,Al Pisano,CST,314
North Carolina,Rutherford County,Dan Forest,REP,23201
North Carolina,Rutherford County,Roy Cooper,DEM,10375
North Carolina,Rutherford County,Steven DiFiore,LIB,246
North Carolina,Rutherford County,Al Pisano,CST,116
North Carolina,Sampson County,Dan Forest,REP,16328
North Carolina,Sampson County,Roy Cooper,DEM,11754
North Carolina,Sampson County,Steven DiFiore,LIB,167
North Carolina,Sampson County,Al Pisano,CST,69
North Carolina,Scotland County,Roy Cooper,DEM,7619
North Carolina,Scotland County,Dan Forest,REP,6758
North Carolina,Scotland County,Steven DiFiore,LIB,90
North Carolina,Scotland County,Al Pisano,CST,56
North Carolina,Stanly County,Dan Forest,REP,23869
North Carolina,Stanly County,Roy Cooper,DEM,9307
North Carolina,Stanly County,Steven DiFiore,LIB,259
North Carolina,Stanly County,Al Pisano,CST,116
North Carolina,Stokes County,Dan Forest,REP,18726
North Carolina,Stokes County,Roy Cooper,DEM,6520
North Carolina,Stokes County,Steven DiFiore,LIB,196
North Carolina,Stokes County,Al Pisano,CST,65
North Carolina,Surry County,Dan Forest,REP,25190
North Carolina,Surry County,Roy Cooper,DEM,10766
North Carolina,Surry County,Steven DiFiore,LIB,261
North Carolina,Surry County,Al Pisano,CST,93
North Carolina,Swain County,Dan Forest,REP,3839
North Carolina,Swain County,Roy Cooper,DEM,3028
North Carolina,Swain County,Steven DiFiore,LIB,106
North Carolina,Swain County,Al Pisano,CST,32
North Carolina,Transylvania County,Dan Forest,REP,10744
North Carolina,Transylvania County,Roy Cooper,DEM,9194
North Carolina,Transylvania County,Steven DiFiore,LIB,229
